,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
153,220,"text1: #popmaster recount 36,nooooo.Didnt get year

text2: I would love love love to see a big fat 🖕 in the Wisconsin audit/recount that turns this ship around and gets the maggots in a frenzy. How about you?

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,b,a,b
154,81,"text1: it's a silly, small thing, but something that gives me big ADHD impostor syndrome is that I listen to a LOT of audiobooks and pocasts and I'm always seeing people say ""oh I can't listen to those because ADHD"" and I need to keep reminding myself not all ADHD people work the same

text2: holy fuck i'm such a good impostor it's starting to scare me,, also i'm gon make an anubis impostor fancam 🕺🏽

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
155,71,"text1: I feel so drained... impostor syndrome, being outspoken, feeling invisible, betrayal feeling.... results of today's mtg.... #loneliness too

text2: i'm not the impostor how could i fit my big ass in the vent? lol

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
156,18,"text1: coffee quells my impostor syndrome temporarily

text2: I can't be an impostor in Among Us, because I can't backstab people in real life 😔

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
157,351,"text1: The Cowboys were down 31-3 to the Packers in the second half and 31-14 to the Bears in the fourth quarter. Some primo garbagio time stat padding in each game.

text2: Seeing primo 👉 auto good mood

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,b
158,311,"text1: If your first snap of the day was from Team Snapchat, let me know and I'll send you some primo shit

text2: any rich people with 96k primo gems wanna hand some over

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,b,a,a,b
159,153,"text1: i see lotte has committed a crime once again

text2: Okay wait a damn minute just let me breath for a sec, a lot happened today first the lotte duty free concert 2nd the tiktok video and Armys finding out what was the reason why they post that video on tiktok and 3rd the announcement of the Album..now... How am i going to sleep?

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,a,b,b,b,a,b
160,181,"text1: wts haechan lotte duty free + star avenue pcs qyop ($40+) dm if interested~

text2: lotte and sucy tru ride or dies 😢🤝

word: lotte",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,a,a,a
161,30,"text1: idk im feeling major impostor feelings right now cause i feel like im not smart or good enough for the work my prof picked me out for to do as his assistant lol

text2: i was playing among us as the impostor and on impulse i decided to kill someone in reactor. but then i realized we were the only 2 people there...and i had just reported the body. i was so embarrassed i left the game

word: impostor",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,b
162,341,"text1: I got like 35 cousins but I'm the only one called primo. Pretty obvious who the favorite is

text2: Jean is the first and only 5* I've gotten with earned primo so that's nice but also I WANTED ZHONGLI FUCK YOU JEAN

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
163,335,"text1: Local production fellas. I have 2x primo duel 12 delta mains that I'm tired of looking at. Bangin pa gear. 250 bucks today, you own em. DM me quick.

text2: I made a new GI account just to collect primo for Zhongli 👉👈

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,b,a,a,b,a,b,a,b
164,357,"text1: The time, can't erase... r.i.p primo 🙏🏽

text2: Would love to know @BonettiESPN's opinion on Sassuolo. So much talented youth, solid depth, bit of dodgy defending on crosses/set pieces, but enough quality to create consistent wins. Curious to see where they land in the final table but for now: primo posto. #ForzaSasol

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,b,a,a,a
165,312,"text1: Capitals getting a needed improvement from 'primo' PK unit

text2: *Every gacha game that has leaks* Everyone: Oooooohhh 🤩 I'm gonna save for theeeeem Me: *sees 160 primo* does a single pull and gets a 3* weapon

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,a,b,a,b,a,a
166,298,"text1: Follow my sheezyart page please yall are missing out on some primo content

text2: I love my primo so much besties 4lyyyyfe

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,b
167,362,"text1: I really thought I was gonna take forever w my HW 🥵 papitaaaas, me fuera quedado mas tiempo en casa de mi primo con mi fam :(

text2: tempted to change my username again but ultrasylveon is still primo

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,a,b,a,a,a,a
168,346,"text1: happy birthday to my primo, have a great day love you! 🥳💖 @JoeyAguirre13

text2: I might be lvl 50 but I have zero heros wit, zero mora, zero weapon material and zero primo so what's the point

word: primo",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,a,b,a,a,a,a
169,279,"text1: After some initial concern we've realised the reason our kid is getting so sinewy is because she can't shut up. Every mouthful of food is interrupted by a Billy Connolly style recount of her day that has about seven offshoots (minus the satisfying pun).

text2: I just don't get it if Biden did win like it says he did then whys it matter if they do a recount? You shouldn't have anything to worry about.

word: recount",Different,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,a,b,b,b,b,a,b
