,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
187,86202,i tell paul i m feeling the itch to do something artistic,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,a,c,c,c,c,a,a,a,a,c
188,118001,i have used this saying many times before and i am currently going through a situation now in which i feel this saying is acceptable,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,d
189,180653,ive been trying to do some visualization to help ease the psychological pain lately so ive been thinking about where i feel most at peace and most calm,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,d,c,c,a,a,a,a,d
190,409167,i feel i live a charmed life with my guy and our blended family great kids ages and our senior beagle chloe,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,c,c,c,c,a,a,a,e,c
191,252453,i have not one but two men that make feel special and wanted,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,e,e,a,a,a,e,e
192,203739,i love designing couture garments for all customers because i adore making people look and feel fabulous in what they are wearing whether it be a performance garment for the stage a glamorous wedding gown or simple stylish day dress,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,c,c,e,a,a,a,e,e
193,331745,i feel like a rich and beautiful guest at the five star corinthia hotel,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
194,304666,i have a feeling he is much more talented than i am,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,f,f,f,e,a,a,a,a,f
195,396412,i feel like i can sit here today and tell you all how thankful i am that i got to carry her this long amp provide the safest place for her to grow regardless of what her future holds,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,c,c,a,a,a,e,e
196,190906,i remember telling someone over and over again that i didnt feel valued or appreciated,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,d,d,d,e,a,a,a,a,d
197,273171,i saw in here this grace and power when i feel carefree and normal,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,c,c,c,c,a,a,a,a,c
198,79515,i would hope id be able to explain why i feel as faithful as ive come to be,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,e,e,a,a,a,e,f
199,394001,i feel so much satisfied and no more wishes are there which make me unsatisfied,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,d,c,c,c,c,a,a,a,a,c
200,177581,i feel a keen sense of disappointment in the prelude to crisis arc where nothing new came out of having her confront all the varied aspects of her past powergirl is more like the kara i remember as a girl,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,d,d,d,d,d,a,a,a,d,d
201,111686,i like hair that i can run my fingers through or rub when im feeling giggly,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,c,a,c
202,203071,i feel really eager to learn in this class,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
203,344717,i feel is only acceptable when that violence could lessen much more violence this could also apply to what i am discussing below i,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,b,b,b,b,b,a,a,a,a,b
204,261115,i miss the feeling of i am so glad when daddy comes home,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,d,c,d,c,e,a,a,c,a,c
205,310266,i feel most comfortable writing and where i feel out of my depth,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,a,c,a,a,a,a,a,a,a,f
206,362128,i am feeling generous and i only had people who left email addresses i am going to send out copies of my school store,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,c,c,a,a,a,a,c
207,265604,ive achieved and some things i can feel proud of,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
208,384392,i feel like this book tries to be no more than a pleasant portrait of life in this alternate world regency england lacking in the memorable characters and social satire and make austen s novels so beloved,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,d,e,d,d,c,a,a,a,a,d
209,369791,i cant ask for anything more for the first time in my life i feel contented to be with someone like her,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,e,e,e,c,c,a,a,a,e,c
